team,players_used,avg_age,possession,games_played,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_attempted,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Brighton,21,27.4,42.4,38,418,3420,38.0,35,24,59,30,5,6,62,4.0,0.92,0.63,1.55,0.79,1.42,1.0,463.0,301.0,90.0,636.0,463.0,391.0,5.0,10.0,0.0,2018-2019,Premier-League,35.3,30.7,24.5,55.2,475.0,1150.0,0.93,0.64,1.57,0.81,1.45,1979.0,824.0,780.0,51.4
Burnley,23,28.0,41.2,38,418,3420,38.0,43,32,75,41,2,2,75,1.0,1.13,0.84,1.97,1.08,1.92,0.0,360.0,356.0,106.0,692.0,367.0,311.0,1.0,3.0,4.0,2018-2019,Premier-League,44.4,42.8,31.2,74.0,421.0,1032.0,1.17,0.82,1.99,1.13,1.95,1955.0,1016.0,1025.0,49.8
Cardiff City,25,27.7,35.4,38,418,3420,38.0,33,20,53,30,3,4,66,1.0,0.87,0.53,1.39,0.79,1.32,0.0,374.0,390.0,77.0,562.0,529.0,375.0,2.0,7.0,0.0,2018-2019,Premier-League,42.4,39.2,27.6,66.8,434.0,918.0,1.11,0.73,1.84,1.03,1.76,1975.0,966.0,966.0,50.0
Chelsea,24,27.3,62.9,38,418,3420,38.0,61,52,113,56,5,5,49,0.0,1.61,1.37,2.97,1.47,2.84,0.0,339.0,424.0,83.0,692.0,353.0,365.0,5.0,2.0,0.0,2018-2019,Premier-League,58.6,54.6,44.9,99.6,1058.0,2155.0,1.54,1.18,2.72,1.44,2.62,2171.0,523.0,504.0,50.9
Crystal Palace,26,27.4,45.2,38,418,3420,38.0,48,33,81,38,10,11,59,2.0,1.26,0.87,2.13,1.0,1.87,1.0,386.0,391.0,78.0,577.0,445.0,446.0,10.0,5.0,1.0,2018-2019,Premier-League,47.6,39.2,29.5,68.7,771.0,1458.0,1.25,0.78,2.03,1.03,1.81,1996.0,680.0,706.0,49.1
Everton,23,25.7,51.5,38,418,3420,38.0,53,34,87,51,2,5,57,4.0,1.39,0.89,2.29,1.34,2.24,1.0,432.0,418.0,69.0,814.0,453.0,441.0,4.0,5.0,2.0,2018-2019,Premier-League,49.7,45.7,33.7,79.4,697.0,1581.0,1.31,0.89,2.19,1.2,2.09,2157.0,872.0,877.0,49.9
Fulham,28,26.0,48.8,38,418,3420,38.0,33,24,57,31,2,3,72,2.0,0.87,0.63,1.5,0.82,1.45,2.0,423.0,342.0,90.0,611.0,434.0,362.0,2.0,7.0,2.0,2018-2019,Premier-League,41.3,39.0,30.0,69.0,628.0,1487.0,1.09,0.79,1.88,1.03,1.82,2072.0,742.0,718.0,50.8
Huddersfield,31,26.2,47.2,38,418,3420,38.0,21,13,34,20,1,1,57,4.0,0.55,0.34,0.89,0.53,0.87,1.0,420.0,370.0,63.0,768.0,531.0,425.0,1.0,9.0,1.0,2018-2019,Premier-League,28.8,28.0,19.9,47.9,601.0,1248.0,0.76,0.52,1.28,0.74,1.26,2063.0,844.0,807.0,51.1
Leicester City,25,25.9,50.9,38,418,3420,38.0,48,34,82,43,5,7,63,5.0,1.26,0.89,2.16,1.13,2.03,3.0,351.0,378.0,72.0,779.0,438.0,393.0,6.0,5.0,0.0,2018-2019,Premier-League,52.4,47.3,37.6,84.9,752.0,1537.0,1.38,0.99,2.37,1.24,2.23,2087.0,811.0,679.0,54.4
Liverpool,23,26.1,61.8,38,418,3420,38.0,86,55,141,79,7,7,41,2.0,2.26,1.45,3.71,2.08,3.53,2.0,315.0,347.0,77.0,721.0,314.0,377.0,7.0,1.0,0.0,2018-2019,Premier-League,73.7,68.4,49.8,118.2,857.0,2008.0,1.94,1.31,3.25,1.8,3.11,2111.0,593.0,587.0,50.3
Manchester City,21,26.7,67.9,38,418,3420,38.0,91,71,162,88,3,4,44,1.0,2.39,1.87,4.26,2.32,4.18,0.0,328.0,301.0,98.0,783.0,362.0,327.0,4.0,4.0,0.0,2018-2019,Premier-League,84.3,81.3,65.5,146.7,1325.0,2429.0,2.22,1.72,3.94,2.14,3.86,2000.0,540.0,522.0,50.8
Manchester Utd,28,26.3,54.7,38,418,3420,38.0,65,40,105,56,9,12,77,4.0,1.71,1.05,2.76,1.47,2.53,2.0,433.0,397.0,90.0,638.0,355.0,347.0,11.0,6.0,3.0,2018-2019,Premier-League,61.4,52.0,39.6,91.6,801.0,1668.0,1.62,1.04,2.66,1.37,2.41,1969.0,687.0,550.0,55.5
Newcastle Utd,24,26.9,40.4,38,418,3420,38.0,41,33,74,40,1,3,57,2.0,1.08,0.87,1.95,1.05,1.92,0.0,423.0,332.0,59.0,711.0,506.0,433.0,2.0,6.0,1.0,2018-2019,Premier-League,39.1,36.7,27.4,64.1,467.0,985.0,1.03,0.72,1.75,0.97,1.69,2034.0,785.0,914.0,46.2
Southampton,30,25.4,43.4,38,418,3420,38.0,44,27,71,40,4,5,75,3.0,1.16,0.71,1.87,1.05,1.76,2.0,420.0,341.0,61.0,666.0,549.0,428.0,4.0,3.0,3.0,2018-2019,Premier-League,46.9,43.4,29.3,72.7,603.0,1333.0,1.23,0.77,2.0,1.14,1.91,2053.0,767.0,873.0,46.8
Tottenham,28,26.8,59.0,38,418,3420,38.0,66,47,113,62,4,4,58,3.0,1.74,1.24,2.97,1.63,2.87,1.0,376.0,364.0,74.0,643.0,325.0,373.0,3.0,5.0,3.0,2018-2019,Premier-League,54.9,51.8,39.1,90.9,840.0,1744.0,1.44,1.03,2.47,1.36,2.39,2107.0,599.0,611.0,49.5
Watford,25,28.5,46.7,38,418,3420,38.0,51,39,90,50,1,1,80,4.0,1.34,1.03,2.37,1.32,2.34,1.0,433.0,382.0,89.0,570.0,428.0,391.0,1.0,5.0,3.0,2018-2019,Premier-League,48.2,47.5,34.8,82.3,588.0,1294.0,1.27,0.92,2.19,1.25,2.17,2021.0,753.0,797.0,48.6
West Ham,26,27.6,48.6,38,418,3420,38.0,51,33,84,46,5,5,59,1.0,1.34,0.87,2.21,1.21,2.08,0.0,331.0,388.0,71.0,631.0,457.0,393.0,5.0,5.0,1.0,2018-2019,Premier-League,47.6,43.8,34.1,77.9,731.0,1478.0,1.25,0.9,2.15,1.15,2.05,2104.0,636.0,620.0,50.6
Wolves,21,26.1,46.8,38,418,3420,38.0,46,35,81,42,4,4,73,1.0,1.21,0.92,2.13,1.11,2.03,0.0,409.0,325.0,73.0,622.0,501.0,408.0,4.0,4.0,4.0,2018-2019,Premier-League,52.1,49.0,39.4,88.4,743.0,1350.0,1.37,1.04,2.41,1.29,2.33,2239.0,803.0,788.0,50.5
Arsenal,25,27.0,58.3,38,418,3420,38.0,62,53,115,61,1,2,45,0.0,1.63,1.39,3.03,1.61,3.0,,348.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Aston Villa,29,26.6,46.4,38,418,3420,38.0,24,19,43,22,2,2,77,0.0,0.63,0.5,1.13,0.58,1.08,,429.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Bournemouth,28,27.7,51.2,38,418,3420,38.0,43,28,71,40,3,4,53,0.0,1.13,0.74,1.87,1.05,1.79,,361.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Chelsea,28,26.8,56.2,38,418,3420,38.0,55,40,95,51,4,5,62,0.0,1.45,1.05,2.5,1.34,2.39,,401.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Crystal Palace,30,27.7,45.8,38,418,3420,38.0,38,21,59,34,4,5,62,0.0,1.0,0.55,1.55,0.89,1.45,,465.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Everton,31,26.5,51.9,38,418,3420,38.0,56,44,100,52,4,5,50,0.0,1.47,1.16,2.63,1.37,2.53,,306.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Leicester City,23,27.7,42.6,38,418,3420,38.0,68,43,111,58,10,13,54,0.0,1.79,1.13,2.92,1.53,2.66,,406.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Liverpool,34,25.2,57.2,38,418,3420,38.0,62,50,112,60,2,2,67,0.0,1.63,1.32,2.95,1.58,2.89,,410.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Manchester City,25,28.3,56.9,38,418,3420,38.0,71,53,124,66,5,8,63,0.0,1.87,1.39,3.26,1.74,3.13,,409.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Manchester Utd,33,25.6,58.5,38,418,3420,38.0,46,31,77,43,3,3,67,0.0,1.21,0.82,2.03,1.13,1.95,,473.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Newcastle Utd,31,25.4,46.6,38,418,3420,38.0,43,34,77,40,3,3,61,0.0,1.13,0.89,2.03,1.05,1.95,,419.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Norwich City,28,27.7,46.0,38,418,3420,38.0,38,27,65,37,1,1,64,0.0,1.0,0.71,1.71,0.97,1.68,,431.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Southampton,26,26.4,49.2,38,418,3420,38.0,58,45,103,55,3,4,63,0.0,1.53,1.18,2.71,1.45,2.63,,417.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Stoke City,27,27.4,49.7,38,418,3420,38.0,40,29,69,35,5,5,53,0.0,1.05,0.76,1.82,0.92,1.68,,420.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Sunderland,31,27.3,41.0,38,418,3420,38.0,44,30,74,41,3,3,68,0.0,1.16,0.79,1.95,1.08,1.87,,484.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Swansea City,27,27.6,52.5,38,418,3420,38.0,41,25,66,36,5,5,60,0.0,1.08,0.66,1.74,0.95,1.61,,392.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Tottenham,24,24.5,57.4,38,418,3420,38.0,68,50,118,63,5,5,72,0.0,1.79,1.32,3.11,1.66,2.97,,451.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Watford,25,28.2,45.1,38,418,3420,38.0,38,18,56,32,6,7,77,0.0,1.0,0.47,1.47,0.84,1.32,,455.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
West Brom,28,29.1,39.8,38,418,3420,38.0,32,25,57,31,1,5,65,0.0,0.84,0.66,1.5,0.82,1.47,,400.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
West Ham,28,26.6,48.4,38,418,3420,38.0,64,38,102,60,4,4,57,0.0,1.68,1.0,2.68,1.58,2.58,,381.0,,,,,,,,,2015-2016,Premier-League,,,,,,,,,,,,,,,
Augsburg,27,27.4,46.9,34,374,3060,34.0,40,20,60,33,7,7,82,0.0,1.18,0.59,1.76,0.97,1.56,,533.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Bayern Munich,25,26.8,70.1,34,374,3060,34.0,79,54,133,71,8,9,50,0.0,2.32,1.59,3.91,2.09,3.68,,393.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Darmstadt 98,23,27.5,33.2,34,374,3060,34.0,38,30,68,36,2,4,88,0.0,1.12,0.88,2.0,1.06,1.94,,552.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Dortmund,26,25.6,63.9,34,374,3060,34.0,80,64,144,76,4,6,39,,2.35,1.88,4.24,2.24,4.12,,386.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Eint Frankfurt,30,26.7,48.0,34,374,3060,34.0,32,25,57,30,2,2,99,0.0,0.94,0.74,1.68,0.88,1.62,,519.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Gladbach,26,24.9,56.0,34,374,3060,34.0,64,47,111,60,4,5,49,0.0,1.88,1.38,3.26,1.76,3.15,,454.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Hamburger SV,28,27.1,48.7,34,374,3060,34.0,37,26,63,34,3,3,75,0.0,1.09,0.76,1.85,1.0,1.76,,583.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Hannover 96,33,25.6,45.9,34,374,3060,34.0,30,21,51,28,2,3,66,0.0,0.88,0.62,1.5,0.82,1.44,,513.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Hertha BSC,26,26.1,49.7,34,374,3060,34.0,41,31,72,38,3,3,71,0.0,1.21,0.91,2.12,1.12,2.03,,479.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Hoffenheim,26,24.1,46.1,34,374,3060,34.0,39,26,65,36,3,6,63,0.0,1.15,0.76,1.91,1.06,1.82,,473.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Ingolstadt 04,25,26.3,45.2,34,374,3060,34.0,33,20,53,24,9,10,83,0.0,0.97,0.59,1.56,0.71,1.29,,513.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Köln,23,25.1,45.2,34,374,3060,34.0,38,30,68,35,3,4,56,0.0,1.12,0.88,2.0,1.03,1.91,,437.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Leverkusen,27,24.1,53.1,34,374,3060,34.0,51,36,87,49,2,3,70,0.0,1.5,1.06,2.56,1.44,2.5,,526.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Mainz 05,29,25.0,46.1,34,374,3060,34.0,46,31,77,45,1,1,54,0.0,1.35,0.91,2.26,1.32,2.24,,523.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Schalke 04,28,24.9,52.2,34,374,3060,34.0,47,37,84,44,3,5,64,0.0,1.38,1.09,2.47,1.29,2.38,,504.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Stuttgart,31,26.0,47.9,34,374,3060,34.0,48,34,82,44,4,4,72,0.0,1.41,1.0,2.41,1.29,2.29,,499.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Werder Bremen,30,26.6,44.9,34,374,3060,34.0,49,32,81,43,6,9,80,0.0,1.44,0.94,2.38,1.26,2.21,,512.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Wolfsburg,29,27.0,57.6,34,374,3060,34.0,46,39,85,43,3,3,59,0.0,1.35,1.15,2.5,1.26,2.41,,459.0,,,,,,,,,2015-2016,Bundesliga,,,,,,,,,,,,,,,
Augsburg,25,27.6,52.3,34,374,3060,34.0,43,29,72,36,7,9,63,0.0,1.26,0.85,2.12,1.06,1.91,,533.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Bayern Munich,28,26.6,70.4,34,374,3060,34.0,78,49,127,72,6,6,37,0.0,2.29,1.44,3.74,2.12,3.56,,393.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Dortmund,28,26.5,55.3,34,374,3060,34.0,46,39,85,44,2,3,54,,1.35,1.15,2.5,1.29,2.44,,436.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Eint Frankfurt,26,25.9,49.5,34,374,3060,34.0,54,33,87,51,3,4,89,0.0,1.59,0.97,2.56,1.5,2.47,,544.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Freiburg,27,25.1,48.4,34,374,3060,34.0,36,26,62,30,6,9,66,0.0,1.06,0.76,1.82,0.88,1.65,,481.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Gladbach,19,25.7,53.5,34,374,3060,34.0,53,39,92,50,3,3,56,0.0,1.56,1.15,2.71,1.47,2.62,,400.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Hamburger SV,31,27.3,46.8,34,374,3060,34.0,22,15,37,19,3,3,89,0.0,0.65,0.44,1.09,0.56,1.0,,590.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Hannover 96,25,26.0,51.3,34,374,3060,34.0,38,26,64,36,2,3,83,0.0,1.12,0.76,1.88,1.06,1.82,,545.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Hertha BSC,26,26.2,40.5,34,374,3060,34.0,35,18,53,31,4,4,78,0.0,1.03,0.53,1.56,0.91,1.44,,575.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Hoffenheim,23,24.8,49.0,34,374,3060,34.0,48,33,81,44,4,5,68,0.0,1.41,0.97,2.38,1.29,2.26,,577.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Köln,23,25.1,42.8,34,374,3060,34.0,33,20,53,29,4,4,48,0.0,0.97,0.59,1.56,0.85,1.44,,392.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Leverkusen,22,24.9,51.7,34,374,3060,34.0,62,36,98,62,0,1,80,0.0,1.82,1.06,2.88,1.82,2.88,,577.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Mainz 05,29,25.3,48.9,34,374,3060,34.0,44,26,70,39,5,5,52,0.0,1.29,0.76,2.06,1.15,1.91,,472.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Paderborn 07,24,26.8,43.2,34,374,3060,34.0,30,21,51,29,1,1,53,0.0,0.88,0.62,1.5,0.85,1.47,,465.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Schalke 04,29,25.2,51.1,34,374,3060,34.0,40,29,69,38,2,3,68,0.0,1.18,0.85,2.03,1.12,1.97,,503.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Stuttgart,24,24.9,47.5,34,374,3060,34.0,41,29,70,40,1,1,64,0.0,1.21,0.85,2.06,1.18,2.03,,492.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Werder Bremen,31,25.7,43.4,34,374,3060,34.0,49,36,85,45,4,5,70,0.0,1.44,1.06,2.5,1.32,2.38,,556.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Wolfsburg,22,26.1,54.9,34,374,3060,34.0,71,50,121,68,3,4,45,0.0,2.09,1.47,3.56,2.0,3.47,,430.0,,,,,,,,,2014-2015,Bundesliga,,,,,,,,,,,,,,,
Arsenal,25,25.1,,38,417,3420,38.0,60,48,108,50,10,11,60,3.0,1.58,1.26,2.84,1.32,2.58,,367.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Aston Villa,30,25.5,,38,436,3420,38.0,45,31,76,39,6,8,48,1.0,1.18,0.82,2.0,1.03,1.84,,541.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Blackburn,29,28.2,,38,399,3420,38.0,49,33,82,44,5,7,84,8.0,1.29,0.87,2.16,1.16,2.03,,497.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Bolton,23,28.2,,38,423,3420,38.0,45,35,80,39,6,7,85,4.0,1.18,0.92,2.11,1.03,1.95,,528.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Charlton Ath,29,27.0,,38,429,3420,38.0,32,22,54,28,4,4,60,4.0,0.84,0.58,1.42,0.74,1.32,,443.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Chelsea,26,26.7,,38,418,3420,38.0,58,49,107,55,3,4,66,4.0,1.53,1.29,2.82,1.45,2.74,,437.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Everton,26,27.0,,38,411,3420,38.0,50,35,85,42,8,8,69,2.0,1.32,0.92,2.24,1.11,2.03,,523.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Fulham,25,28.2,,38,424,3420,38.0,36,27,63,33,3,3,60,3.0,0.95,0.71,1.66,0.87,1.58,,459.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Liverpool,29,26.1,,38,419,3420,38.0,56,44,100,50,6,7,43,0.0,1.47,1.16,2.63,1.32,2.47,,446.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Manchester City,29,26.1,,38,394,3420,38.0,28,21,49,26,2,4,62,4.0,0.74,0.55,1.29,0.68,1.24,,493.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Manchester Utd,25,27.3,,38,418,3420,38.0,80,60,140,75,5,6,58,1.0,2.11,1.58,3.68,1.97,3.55,,426.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Middlesbrough,27,25.4,,38,418,3420,38.0,43,33,76,39,4,5,66,2.0,1.13,0.87,2.0,1.03,1.89,,489.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Newcastle Utd,29,26.1,,38,418,3420,38.0,38,26,64,33,5,5,67,1.0,1.0,0.68,1.68,0.87,1.55,,461.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Portsmouth,25,28.3,,38,405,3420,38.0,40,31,71,38,2,3,51,1.0,1.05,0.82,1.87,1.0,1.82,,505.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Reading,23,26.9,,38,418,3420,38.0,48,38,86,45,3,3,41,3.0,1.26,1.0,2.26,1.18,2.18,,400.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Sheffield Utd,32,26.0,,38,408,3420,38.0,31,21,52,29,2,4,68,2.0,0.82,0.55,1.37,0.76,1.32,,438.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Tottenham,26,25.1,,38,418,3420,38.0,56,37,93,51,5,5,47,4.0,1.47,0.97,2.45,1.34,2.32,0.0,410.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Watford,33,25.2,,38,390,3420,38.0,24,18,42,21,3,3,49,2.0,0.63,0.47,1.11,0.55,1.03,,517.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
West Ham,30,25.4,,38,442,3420,38.0,35,26,61,34,1,3,86,2.0,0.92,0.68,1.61,0.89,1.58,0.0,557.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Wigan Athletic,30,27.7,,38,415,3420,38.0,37,24,61,34,3,6,77,3.0,0.97,0.63,1.61,0.89,1.53,,510.0,,,,,,,,,2006-2007,Premier-League,,,,,,,,,,,,,,,
Augsburg,27,26.6,45.7,34,374,3060,34.0,41,30,71,37,4,4,68,,1.21,0.88,2.09,1.09,1.97,1.0,490.0,411.0,70.0,757.0,400.0,543.0,4.0,3.0,0.0,2017-2018,Bundesliga,44.7,41.6,32.3,73.9,524.0,1117.0,1.32,0.95,2.27,1.22,2.17,1616.0,700.0,774.0,47.5
Bayern Munich,28,27.4,66.1,34,374,3060,34.0,90,72,162,84,6,8,42,,2.65,2.12,4.76,2.47,4.59,0.0,366.0,413.0,67.0,893.0,355.0,467.0,7.0,4.0,3.0,2017-2018,Bundesliga,75.8,69.8,58.8,128.5,755.0,2333.0,2.23,1.73,3.96,2.05,3.78,1687.0,518.0,448.0,53.6
Dortmund,30,25.9,59.1,34,374,3060,34.0,62,44,106,59,3,6,41,,1.82,1.29,3.12,1.74,3.03,1.0,403.0,422.0,83.0,585.0,336.0,510.0,4.0,3.0,0.0,2017-2018,Bundesliga,66.0,61.4,48.9,110.3,733.0,1712.0,1.94,1.44,3.38,1.81,3.24,1472.0,580.0,516.0,52.9
Eint Frankfurt,28,26.4,47.9,34,374,3060,34.0,44,34,78,42,2,2,72,,1.29,1.0,2.29,1.24,2.24,0.0,526.0,453.0,85.0,586.0,409.0,483.0,2.0,3.0,2.0,2017-2018,Bundesliga,42.2,40.9,30.7,71.6,492.0,1292.0,1.24,0.9,2.14,1.2,2.11,1576.0,676.0,708.0,48.8
Freiburg,29,24.8,44.8,34,374,3060,34.0,32,21,53,26,6,10,56,,0.94,0.62,1.56,0.76,1.38,3.0,446.0,429.0,40.0,471.0,392.0,465.0,8.0,5.0,4.0,2017-2018,Bundesliga,39.6,31.7,25.0,56.8,399.0,1061.0,1.16,0.74,1.9,0.93,1.67,1292.0,707.0,771.0,47.8
Gladbach,27,25.7,52.0,34,374,3060,34.0,46,26,72,40,6,7,47,,1.35,0.76,2.12,1.18,1.94,0.0,398.0,411.0,73.0,490.0,384.0,488.0,5.0,4.0,1.0,2017-2018,Bundesliga,51.1,45.8,35.0,80.8,578.0,1385.0,1.5,1.03,2.53,1.35,2.38,1428.0,516.0,504.0,50.6
Hamburger SV,29,25.0,49.0,34,374,3060,34.0,28,18,46,25,3,5,63,,0.82,0.53,1.35,0.74,1.26,3.0,499.0,467.0,61.0,668.0,367.0,543.0,3.0,4.0,1.0,2017-2018,Bundesliga,37.7,33.8,24.1,58.0,568.0,1283.0,1.11,0.71,1.82,0.99,1.7,1631.0,678.0,778.0,46.6
Hannover 96,26,26.4,46.9,34,374,3060,34.0,44,26,70,40,4,5,63,,1.29,0.76,2.06,1.18,1.94,0.0,487.0,503.0,53.0,579.0,382.0,490.0,5.0,4.0,0.0,2017-2018,Bundesliga,44.6,40.6,30.7,71.4,472.0,1237.0,1.31,0.9,2.22,1.2,2.1,1502.0,787.0,681.0,53.6
Hertha BSC,25,26.4,46.1,34,374,3060,34.0,43,32,75,39,4,5,49,,1.26,0.94,2.21,1.15,2.09,0.0,494.0,465.0,47.0,528.0,386.0,488.0,5.0,7.0,1.0,2017-2018,Bundesliga,39.2,35.3,27.8,63.1,426.0,1219.0,1.15,0.82,1.97,1.04,1.86,1321.0,665.0,667.0,49.9
Hoffenheim,26,25.0,51.2,34,374,3060,34.0,64,47,111,60,4,5,71,,1.88,1.38,3.26,1.76,3.15,0.0,506.0,438.0,78.0,592.0,345.0,516.0,5.0,4.0,2.0,2017-2018,Bundesliga,50.5,46.6,36.6,83.2,644.0,1351.0,1.48,1.08,2.56,1.37,2.45,1513.0,441.0,479.0,47.9
Köln,31,25.3,47.4,34,374,3060,34.0,33,24,57,30,3,3,70,,0.97,0.71,1.68,0.88,1.59,1.0,479.0,478.0,81.0,663.0,389.0,502.0,2.0,9.0,0.0,2017-2018,Bundesliga,43.2,41.0,29.8,70.8,507.0,1331.0,1.27,0.88,2.15,1.21,2.08,1593.0,643.0,649.0,49.8
Leverkusen,24,24.0,54.6,34,374,3060,34.0,58,46,104,55,3,5,57,,1.71,1.35,3.06,1.62,2.97,1.0,451.0,485.0,58.0,658.0,390.0,482.0,4.0,6.0,0.0,2017-2018,Bundesliga,57.5,53.6,42.4,95.9,696.0,1661.0,1.69,1.25,2.94,1.58,2.82,1717.0,552.0,618.0,47.2
Mainz 05,27,25.3,44.4,34,374,3060,34.0,38,27,65,34,4,4,63,,1.12,0.79,1.91,1.0,1.79,2.0,531.0,435.0,67.0,546.0,402.0,522.0,3.0,7.0,1.0,2017-2018,Bundesliga,35.4,32.3,25.5,57.8,484.0,1116.0,1.04,0.75,1.79,0.95,1.7,1512.0,683.0,657.0,51.0
